AGE,INCOME,MARRIED,GENDER,CAR_USE,CAR_VALUE,CAR_TYPE,PREV_CLAIMS_AMOUNT,PREV_CLAIMS_COUNT,REVOKED,POINTS,CAR_AGE,TARGET_CLAIM_MADE
49.0,89948.0,No,F,Private,18160.0,SUV,0.0,0,No,4,9.0,0
33.0,111427.0,Yes,F,Commercial,28180.0,Van,0.0,0,No,3,4.0,0
44.0,44790.0,Yes,F,Commercial,19800.0,Pickup,37163.0,1,No,4,9.0,0
62.0,107734.0,No,F,Private,18470.0,SUV,0.0,0,No,0,15.0,0
42.0,0.0,No,M,Commercial,5700.0,Pickup,0.0,0,No,5,1.0,1
36.0,25282.0,No,F,Private,11160.0,SUV,0.0,0,No,0,1.0,0
47.0,18549.0,Yes,M,Private,12800.0,Minivan,0.0,0,No,0,14.0,0
51.0,50166.0,No,M,Commercial,11620.0,Pickup,50701.0,3,Yes,0,1.0,0
46.0,73872.0,Yes,F,Private,20240.0,Sports Car,0.0,0,No,0,16.0,0
50.0,73343.0,Yes,F,Private,20010.0,Minivan,4179.0,2,No,4,8.0,0
43.0,49849.0,No,F,Private,13130.0,SUV,3622.0,3,No,4,20.0,1
39.0,12054.0,Yes,F,Commercial,15760.0,Pickup,1738.0,2,Yes,4,1.0,1
43.0,48184.0,Yes,F,Commercial,14530.0,Sports Car,6891.0,2,No,5,1.0,0
60.0,78936.0,Yes,F,Private,20350.0,SUV,0.0,0,No,0,15.0,1
55.0,0.0,No,M,Private,7000.0,Pickup,0.0,0,No,0,1.0,0
40.0,78914.0,No,F,Private,5500.0,SUV,6803.0,2,No,6,10.0,0
39.0,77125.0,Yes,F,Private,9570.0,Sports Car,0.0,0,No,1,13.0,0
49.0,38326.0,Yes,M,Private,10230.0,Pickup,0.0,0,No,0,17.0,0
38.0,25835.0,Yes,M,Private,8490.0,Pickup,0.0,0,No,1,12.0,0
42.0,47660.0,Yes,M,Private,11940.0,Pickup,974.0,2,No,6,18.0,0
42.0,123143.0,No,F,Private,24930.0,Minivan,0.0,0,No,3,14.0,0
49.0,22059.0,Yes,F,Commercial,21990.0,Pickup,0.0,0,No,1,1.0,0
36.0,50750.0,No,F,Private,10170.0,SUV,5877.0,3,No,7,14.0,0
34.0,23571.0,No,M,Commercial,12180.0,Pickup,0.0,0,No,0,7.0,0
49.0,0.0,Yes,F,Private,18110.0,SUV,0.0,0,No,1,1.0,0
52.0,35631.0,Yes,M,Private,6040.0,Minivan,0.0,0,No,0,1.0,0
55.0,55409.0,Yes,M,Commercial,27890.0,Panel Truck,0.0,0,No,0,14.0,0
40.0,35260.0,Yes,F,Private,9740.0,SUV,2235.0,1,No,8,1.0,0
40.0,48067.0,No,F,Private,18120.0,Minivan,0.0,0,No,0,8.0,0
45.0,64867.0,Yes,F,Private,12490.0,SUV,0.0,0,No,0,10.0,0
80.0,97716.0,Yes,M,Private,15920.0,Minivan,0.0,0,No,2,10.0,0
48.0,39613.0,Yes,M,Commercial,8460.0,Pickup,7437.0,2,No,6,1.0,0
40.0,49780.0,No,F,Private,10500.0,Sports Car,0.0,0,No,0,1.0,0
26.0,33283.0,Yes,M,Commercial,7690.0,Pickup,0.0,0,No,2,16.0,1
45.0,60845.0,No,F,Private,24260.0,Minivan,0.0,0,No,0,18.0,0
46.0,26697.0,Yes,F,Private,15080.0,SUV,0.0,0,Yes,4,1.0,0
42.0,136344.0,No,F,Private,13160.0,Sports Car,0.0,0,No,0,17.0,1
36.0,70313.0,Yes,F,Private,14960.0,Minivan,7650.0,3,No,5,4.0,0
45.0,23773.0,No,F,Commercial,34510.0,Van,0.0,0,No,0,1.0,0
52.0,115713.0,No,F,Private,21660.0,Sports Car,0.0,0,No,0,11.0,0
41.0,55364.0,No,M,Commercial,31390.0,Panel Truck,0.0,0,No,3,1.0,0
36.0,27693.0,Yes,F,Private,11300.0,Sports Car,19385.0,1,No,4,7.0,0
56.0,0.0,Yes,F,Private,27890.0,SUV,25147.0,2,No,0,9.0,0
53.0,0.0,Yes,F,Private,1500.0,Sports Car,1175.0,3,No,2,7.0,0
39.0,32936.0,No,F,Private,1500.0,SUV,0.0,0,No,0,7.0,1
38.0,33151.0,Yes,F,Private,11530.0,SUV,0.0,0,No,0,9.0,0
45.0,0.0,No,M,Private,16510.0,Minivan,17445.0,3,Yes,0,1.0,1
46.0,24575.0,Yes,F,Private,8560.0,Sports Car,0.0,0,No,0,9.0,0
43.0,32546.0,Yes,M,Private,5800.0,Minivan,0.0,0,No,1,5.0,0
54.0,0.0,No,F,Private,18820.0,SUV,5537.0,1,No,6,9.0,0
55.0,163158.0,Yes,M,Commercial,23320.0,Panel Truck,0.0,0,No,3,19.0,0
61.0,58212.0,Yes,F,Private,13420.0,Sports Car,3573.0,3,No,3,1.0,0
50.0,73308.0,No,M,Private,18720.0,Van,0.0,0,No,2,19.0,0
62.0,22181.0,No,F,Private,17880.0,Sports Car,9873.0,3,No,5,1.0,1
53.0,84345.0,Yes,F,Private,9930.0,SUV,0.0,0,No,3,5.0,1
54.0,107808.0,Yes,F,Commercial,27020.0,Pickup,1780.0,3,No,0,6.0,0
53.0,52759.0,Yes,F,Private,24160.0,Minivan,0.0,0,No,0,13.0,0
39.0,59685.0,Yes,M,Commercial,7470.0,Pickup,0.0,0,No,0,1.0,0
38.0,90647.0,Yes,F,Private,13740.0,Minivan,8450.0,1,No,0,15.0,0
42.0,43174.0,No,M,Commercial,10020.0,Pickup,0.0,0,No,0,1.0,1
31.0,30653.0,No,F,Private,12930.0,Sports Car,35666.0,2,Yes,0,7.0,1
44.0,146267.0,Yes,M,Commercial,6720.0,Pickup,0.0,0,No,0,10.0,0
41.0,0.0,No,F,Private,32090.0,Minivan,0.0,0,No,0,17.0,0
48.0,84629.0,Yes,F,Private,15060.0,SUV,9592.0,1,No,0,10.0,0
49.0,59148.0,Yes,F,Private,12310.0,SUV,8948.0,1,No,0,1.0,0
45.0,111268.0,Yes,F,Private,24600.0,Van,28026.0,2,Yes,2,10.0,1
47.0,81899.0,No,M,Private,14390.0,Minivan,0.0,0,No,0,1.0,0
41.0,97700.0,No,F,Private,26250.0,Pickup,0.0,0,No,0,6.0,0
45.0,1158.0,Yes,F,Commercial,6120.0,SUV,0.0,0,No,0,1.0,0
53.0,114088.0,Yes,F,Private,22920.0,Pickup,0.0,0,No,0,8.0,0
51.0,80621.0,Yes,F,Private,25700.0,Van,0.0,0,No,0,1.0,0
51.0,94328.0,Yes,F,Private,6900.0,Sports Car,0.0,0,No,0,1.0,0
36.0,49703.0,No,M,Commercial,42550.0,Panel Truck,35879.0,1,Yes,0,20.0,1
53.0,25289.0,Yes,F,Private,13850.0,SUV,0.0,0,No,0,7.0,1
40.0,95405.0,No,M,Commercial,24220.0,Panel Truck,0.0,0,No,3,14.0,0
31.0,26112.0,Yes,F,Private,14030.0,SUV,0.0,0,No,0,5.0,1
32.0,30955.0,No,F,Private,7800.0,SUV,0.0,0,Yes,0,8.0,1
58.0,131560.0,No,F,Private,14870.0,SUV,0.0,0,No,2,14.0,1
49.0,89612.0,Yes,M,Commercial,6400.0,Pickup,0.0,0,No,0,23.0,0
50.0,90566.0,No,F,Private,23260.0,Van,0.0,0,No,0,18.0,0
45.0,62447.0,No,M,Commercial,12240.0,Minivan,0.0,0,No,0,1.0,0
46.0,108701.0,Yes,F,Private,12070.0,SUV,0.0,0,No,0,17.0,0
47.0,94774.0,No,M,Commercial,21070.0,Van,3460.0,1,No,1,13.0,0
43.0,72357.0,Yes,M,Commercial,23190.0,Minivan,0.0,0,No,0,7.0,0
41.0,80718.0,No,F,Private,26480.0,Sports Car,8623.0,3,No,5,8.0,0
48.0,140112.0,No,F,Commercial,28380.0,Pickup,0.0,0,No,2,17.0,0
39.0,19016.0,No,M,Commercial,10950.0,Pickup,0.0,0,No,0,8.0,0
49.0,0.0,No,F,Private,19810.0,Minivan,0.0,0,No,1,1.0,0
45.0,19909.0,Yes,F,Private,7990.0,Sports Car,0.0,0,No,0,1.0,0
36.0,4885.0,Yes,F,Private,7080.0,SUV,5486.0,1,No,5,17.0,0
59.0,119382.0,No,F,Commercial,24130.0,Pickup,0.0,0,No,0,16.0,1
60.0,89511.0,Yes,M,Commercial,11380.0,Pickup,4470.0,3,No,0,15.0,0
45.0,36947.0,Yes,F,Private,6200.0,SUV,0.0,0,No,0,1.0,0
34.0,27581.0,No,M,Commercial,12250.0,Minivan,0.0,0,No,6,5.0,0
33.0,86187.0,No,M,Private,13420.0,Minivan,0.0,0,No,1,5.0,0
52.0,42255.0,No,M,Commercial,22280.0,Minivan,0.0,0,No,1,12.0,0
53.0,37646.0,Yes,F,Private,16020.0,SUV,7462.0,2,No,0,10.0,0
37.0,116043.0,No,F,Private,16800.0,SUV,0.0,0,No,3,9.0,0
45.0,89479.0,Yes,M,Private,14950.0,Minivan,0.0,0,No,0,8.0,0
38.0,92917.0,No,M,Private,15120.0,Minivan,722.0,3,No,0,4.0,0
36.0,29741.0,No,F,Private,8070.0,SUV,2797.0,2,No,0,7.0,0
51.0,3673.0,Yes,M,Commercial,11180.0,Pickup,0.0,0,No,0,1.0,0
39.0,61370.0,No,M,Commercial,21770.0,Van,35577.0,3,Yes,0,12.0,1
51.0,32159.0,No,F,Private,2600.0,SUV,0.0,0,Yes,2,6.0,0
40.0,20126.0,No,F,Private,8260.0,SUV,0.0,0,No,0,1.0,0
54.0,44782.0,No,F,Private,30260.0,SUV,0.0,0,No,0,9.0,1
34.0,59828.0,No,F,Commercial,10880.0,SUV,0.0,0,No,0,13.0,0
41.0,74022.0,Yes,F,Private,13000.0,Sports Car,4418.0,1,No,0,12.0,0
36.0,80256.0,Yes,M,Commercial,14860.0,Minivan,2592.0,4,No,1,15.0,0
55.0,6094.0,Yes,M,Commercial,22770.0,Panel Truck,2631.0,1,No,1,1.0,0
45.0,0.0,Yes,F,Private,14300.0,Minivan,9062.0,1,No,1,11.0,0
45.0,30085.0,Yes,M,Commercial,7200.0,Pickup,0.0,0,Yes,3,8.0,1
50.0,80241.0,No,F,Private,14520.0,Pickup,7628.0,2,No,7,11.0,0
44.0,46140.0,Yes,M,Commercial,10510.0,Pickup,4276.0,3,No,7,1.0,1
55.0,55673.0,Yes,F,Commercial,27400.0,Van,0.0,0,No,0,13.0,0
44.0,32317.0,No,M,Private,22450.0,Minivan,3738.0,1,No,8,1.0,1
50.0,58762.0,No,M,Private,13320.0,Minivan,5253.0,3,No,0,8.0,0
60.0,76899.0,Yes,M,Private,7900.0,Sports Car,45574.0,3,Yes,0,14.0,0
40.0,48640.0,No,M,Commercial,10360.0,Pickup,0.0,0,No,0,4.0,0
57.0,78592.0,Yes,F,Commercial,15760.0,Sports Car,9462.0,3,No,0,8.0,0
47.0,80105.0,No,M,Private,14210.0,Minivan,0.0,0,No,1,12.0,0
64.0,61521.0,Yes,F,Private,7650.0,Sports Car,0.0,0,No,8,9.0,1
34.0,105554.0,No,M,Private,5300.0,Minivan,7504.0,2,No,2,20.0,1
52.0,147666.0,Yes,F,Private,6700.0,SUV,0.0,0,No,0,17.0,0
42.0,69290.0,No,M,Commercial,23900.0,Panel Truck,1052.0,2,No,1,11.0,1
41.0,78675.0,No,M,Commercial,13470.0,Minivan,0.0,0,No,0,3.0,0
54.0,105762.0,No,M,Private,17480.0,Minivan,0.0,0,Yes,2,18.0,0
42.0,79185.0,Yes,F,Private,13020.0,SUV,6689.0,1,No,5,1.0,0
56.0,111702.0,No,F,Private,18270.0,SUV,0.0,0,No,0,17.0,0
50.0,219024.0,No,M,Commercial,23370.0,Panel Truck,4117.0,2,No,4,20.0,0
51.0,55573.0,No,F,Private,12160.0,SUV,9768.0,1,No,6,14.0,0
53.0,61862.0,Yes,M,Private,11270.0,Pickup,0.0,0,No,0,14.0,1
35.0,13760.0,No,F,Commercial,7700.0,SUV,10177.0,2,No,3,1.0,0
54.0,88668.0,Yes,F,Private,20090.0,Minivan,10520.0,2,No,1,14.0,1
50.0,2657.0,Yes,F,Private,10480.0,Sports Car,20452.0,2,Yes,2,11.0,1
29.0,51122.0,Yes,F,Commercial,10470.0,SUV,19030.0,3,Yes,9,9.0,0
32.0,21944.0,Yes,F,Private,7270.0,SUV,0.0,0,Yes,1,1.0,0
44.0,0.0,Yes,F,Private,14190.0,Sports Car,35430.0,2,Yes,2,8.0,0
38.0,83937.0,Yes,F,Commercial,13800.0,SUV,10851.0,2,No,0,10.0,0
37.0,96188.0,No,F,Private,13340.0,SUV,0.0,0,Yes,1,10.0,0
55.0,17820.0,Yes,F,Private,13340.0,SUV,6913.0,1,No,3,8.0,0
51.0,62894.0,Yes,F,Private,5990.0,Sports Car,0.0,0,Yes,0,10.0,0
42.0,68090.0,No,F,Commercial,11750.0,Minivan,9261.0,1,No,3,12.0,1
45.0,25032.0,No,F,Commercial,6100.0,Pickup,5771.0,1,No,5,1.0,1
54.0,52078.0,Yes,M,Commercial,23250.0,Panel Truck,5039.0,1,No,4,18.0,1
48.0,42008.0,Yes,F,Private,10000.0,SUV,0.0,0,No,0,14.0,0
54.0,90149.0,Yes,F,Private,15910.0,SUV,0.0,0,No,1,10.0,0
48.0,22633.0,Yes,F,Private,16730.0,SUV,0.0,0,No,0,9.0,0
50.0,0.0,Yes,M,Private,4980.0,Minivan,0.0,0,No,0,1.0,0
25.0,51544.0,No,F,Commercial,20630.0,SUV,7767.0,2,No,8,1.0,1
55.0,75249.0,No,M,Commercial,17020.0,Van,1316.0,2,No,1,21.0,1
35.0,72389.0,No,F,Private,13440.0,Minivan,8185.0,4,No,2,10.0,0
29.0,73842.0,No,F,Commercial,22340.0,Sports Car,4769.0,1,No,4,1.0,1
45.0,0.0,No,M,Private,6000.0,Pickup,41818.0,1,Yes,3,1.0,1
56.0,109521.0,Yes,M,Commercial,7100.0,Pickup,0.0,0,No,2,17.0,0
45.0,71969.0,No,F,Private,13060.0,SUV,0.0,0,No,0,1.0,0
51.0,117016.0,No,F,Private,20320.0,Minivan,1197.0,2,No,6,8.0,0
52.0,37295.0,No,M,Commercial,6700.0,Pickup,0.0,0,No,0,1.0,0
40.0,50224.0,No,M,Commercial,13780.0,Minivan,1937.0,2,No,6,5.0,0
41.0,109957.0,Yes,F,Private,29470.0,Sports Car,0.0,0,No,1,18.0,1
44.0,44141.0,Yes,M,Private,5900.0,Pickup,7401.0,1,No,0,0.0,0
54.0,30388.0,No,M,Private,16580.0,Van,27130.0,2,No,0,13.0,0
42.0,85752.0,Yes,M,Commercial,5700.0,Pickup,0.0,0,No,2,19.0,0
50.0,8345.0,Yes,M,Private,15330.0,Minivan,0.0,0,No,0,5.0,0
38.0,10486.0,Yes,M,Private,6350.0,Minivan,5702.0,1,No,4,5.0,1
36.0,33284.0,Yes,F,Commercial,14640.0,SUV,0.0,0,No,0,10.0,0
62.0,33713.0,Yes,F,Commercial,23470.0,Sports Car,41913.0,3,Yes,0,15.0,1
47.0,76462.0,Yes,M,Private,13850.0,Minivan,0.0,0,No,0,7.0,0
47.0,144957.0,No,F,Private,24120.0,SUV,0.0,0,No,4,1.0,0
46.0,79317.0,Yes,M,Private,6100.0,Pickup,4263.0,2,No,7,6.0,0
42.0,64705.0,No,M,Commercial,22560.0,Panel Truck,10375.0,4,No,6,19.0,0
44.0,0.0,Yes,F,Private,2640.0,Sports Car,2219.0,2,No,1,13.0,0
36.0,20891.0,Yes,F,Commercial,5100.0,SUV,2949.0,2,No,9,7.0,1
33.0,0.0,Yes,M,Private,10160.0,Pickup,8118.0,1,No,3,1.0,0
35.0,17493.0,No,F,Private,19340.0,Minivan,5658.0,3,No,7,1.0,1
45.0,94325.0,Yes,M,Private,6960.0,SUV,0.0,0,No,2,14.0,1
55.0,72337.0,Yes,M,Commercial,22980.0,Panel Truck,0.0,0,No,2,11.0,0
41.0,157237.0,No,F,Private,17410.0,Minivan,0.0,0,No,0,15.0,0
40.0,5322.0,Yes,F,Commercial,9960.0,Pickup,5489.0,1,No,3,1.0,0
43.0,39848.0,No,F,Private,18060.0,SUV,0.0,0,No,0,15.0,0
42.0,117978.0,No,F,Commercial,28700.0,SUV,0.0,0,No,0,7.0,0
57.0,51737.0,Yes,F,Private,17440.0,SUV,0.0,0,Yes,1,11.0,0
56.0,62483.0,Yes,F,Private,20940.0,Minivan,0.0,0,No,0,8.0,0
